,Link,Cập nhật ngày,Tên tòa nhà,Địa chỉ,Đường,Phường,Quận,Tỉnh,Số tầng,Diện tích cho thuê,Giá thuê,Phí quản lý,Phí gửi xe máy,Phí gửi ô tô,Tiền điện,Phí ngoài giờ,Thời gian thiết kế văn phòng,Thời gian thuê,Đặt cọc,Thanh toán
1088,https://vlook.vn/van-phong-cho-thue/nguyen-xi-building/,22/12/2020,NGUYỄN XÍ BUILDING,"Nguyễn Xí, Phường 26, Quận Bình Thạnh",Nguyễn Xí,Phường 26,Quận Bình Thạnh,HCM,1 Hầm – 1 Trệt – 6 Tầng – 1 Thang Máy,55 – 100 – 165 – 220 – 579 m2,10$ /m2,1$ /m2,Thỏa thuận,Thỏa thuận,Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1089,https://vlook.vn/van-phong-cho-thue/nha-khach-phia-nam-phan-van-tri-quan-go-vap/,02/02/2021,NHÀ KHÁCH PHÍA NAM,"Phan Văn Trị, Phường 10, Quận Gò Vấp",Phan Văn Trị,Phường 10,Quận Gò Vấp,HCM,1 Trệt – 5 Tầng – 2 Thang máy,30 – 55 – 84 m2,6$ /m2,0.5$ /m2,100.000đ /tháng,1.500.000đ /tháng,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1090,https://vlook.vn/van-phong-cho-thue/nha-duong-dai-building-nguyen-van-thu-quan-1/,24/02/2021,NHÀ ĐƯƠNG ĐẠI BUILDING,"Nguyễn Văn Thủ, Phường Đa Kao, Quận 1",Nguyễn Văn Thủ,Phường Đa Kao,Quận 1,HCM,1 Trệt – 1 Lửng – 4 Tầng – 1 Thang máy,28 – 45 – 90 – 180 m2,10$ /m2,1$ /m2,9$ /tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1091,https://vlook.vn/van-phong-cho-thue/ninomax-building-ba-huyen-thanh-quan-quan-3/,04/02/2021,NINOMAX BUILDING,"Bà Huyện Thanh Quan, Phường 9, Quận 3",Bà Huyện Thanh Quan,Phường 9,Quận 3,HCM,1 Hầm – 1 Trệt – 1 Lửng – 7 Tầng – 2 Thang máy,95 – 199 – 398 –> 1.000 m2,14$ /m2,3$ /m2,120.000đ /tháng,1.500.000đ /tháng,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1092,https://vlook.vn/van-phong-cho-thue/nguyen-xi-2-building-van-phong-cho-thue-quan-binh-thanh/,22/12/2020,NGUYỄN XÍ 2 BUILDING,"Nguyễn Xí, Phường 13, Quận Bình Thạnh",Nguyễn Xí,Phường 13,Quận Bình Thạnh,HCM,1 Hầm – 1 Trệt – 6 Tầng – 2 Thang Máy,50 – 100 m2,9$ /m2,1$ /m2,Theo qui định của tòa nhà,Thỏa thuận,Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1093,https://vlook.vn/van-phong-cho-thue/nguyen-xi-3-building-van-phong-cho-thue-quan-binh-thanh/,22/12/2020,NGUYỄN XÍ 3 BUILDING,"Nguyễn Xí, Phường 26, Quận Bình Thạnh",Nguyễn Xí,Phường 26,Quận Bình Thạnh,HCM,1 Hầm – 1 Trệt – 4 Tầng,50 – 100 m2,6$ /m2,2$ /m2,Theo qui định của tòa nhà,Thỏa thuận,Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1094,https://vlook.vn/van-phong-cho-thue/nhat-nghe-building-van-phong-cho-thue-quan-phu-nhuan/,22/12/2020,NHẤT NGHỆ BUILDING,"Hoàng Văn Thụ, Phường 15, Quận Phú Nhuận",Hoàng Văn Thụ,Phường 15,Quận Phú Nhuận,HCM,1 Hầm – 1 Trệt – 8 Tầng – 1 Thang máy,30 – 50 – 80 – 100 m2,15$ /m2,2$ /m2,150.000đ /tháng,2.000.000đ /tháng,Theo giá nhà nước,100.000đ /giờ (sau 20h),"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo quý
1095,https://vlook.vn/van-phong-cho-thue/nydc-building-nguyen-trai-cho-thue-van-phong-quan-1/,24/02/2021,NYDC BUILDING,"Nguyễn Trãi, Phường Bến Thành, Quận 1",Nguyễn Trãi,Phường Bến Thành,Quận 1,HCM,1 Hầm - 1 Trệt - 6 Tầng - 1 Thang máy,365 - 730 - 1095 m2,9.8$ /m2,2$ /m2,250.000đ /tháng,2.500.000đ /tháng,Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo quý
1096,https://vlook.vn/van-phong-cho-thue/nvh-building-nguyen-van-huong-quan-2/,29/01/2021,NVH Building,"Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2",Nguyễn Văn Hưởng,Phường Thảo Điền,Quận 2,HCM,1 Trệt – 3 Tầng – 1 Thang bộ,240 – 480 – 720 m2,12.5$ /m2,0$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  3  năm,3  tháng,Theo tháng hoặc theo quý
1097,https://vlook.vn/van-phong-cho-thue/nvg-office-building-cho-thue-van-phong-quan-1/,24/02/2021,NVG OFFICE BUILDING,"Nguyễn Văn Giai, Phường Đa Kao, Quận 1",Nguyễn Văn Giai,Phường Đa Kao,Quận 1,HCM,1 Hầm – 1 Trệt – 7 Tầng – 2 Thang máy,80 - 150 m2,16.5$ /m2,0.5$ /m2,100.000đ /tháng,Không nhận giữ,Theo giá nhà nước,Thỏa thuận,Thỏa thuận,Tối thiểu  2  năm,3  tháng,Theo quý
1098,https://vlook.vn/van-phong-cho-thue/nui-thanh-building-quan-tan-binh/,23/12/2020,NÚI THÀNH BUILDING,"Núi Thành, Phường 13, Quận Tân Bình",Núi Thành,Phường 13,Quận Tân Bình,HCM,1 Hầm – 1 Trệt – 5 Tầng – 1 Thang máy,50 – 110 – 220 – 300 – 640 m2,11$ /m2,0$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1099,https://vlook.vn/van-phong-cho-thue/ntt-building-nguyen-tat-thanh-quan-4/,27/01/2021,NTT BUILDING,"Nguyễn Tất Thành, Phường 12, Quận 4",Nguyễn Tất Thành,Phường 12,Quận 4,HCM,1 Trệt – 2 Tầng – 1 Thang bộ,30 – 40 – 60 – 100 – 150 m2,11$ /m2,1$ /m2,310.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Đơn giá 4.780đ /Kwh,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1100,https://vlook.vn/van-phong-cho-thue/ntd-building-nguyen-thi-dinh-quan-2/,29/01/2021,NTD BUILDING,"Nguyễn Thị Định, Phường Thạnh Mỹ Lợi, Quận 2",Nguyễn Thị Định,Phường Thạnh Mỹ Lợi,Quận 2,HCM,1 Hầm – 1 Trệt – 1 Lửng – 5 Tầng – Sân thượng – 1 Thang máy,500 – 1000 – 2000 – 3500 m2,11$ /m2,0$ /m2,80.000đ /tháng,1.000.000đ /tháng,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  5  năm,6  tháng,Theo tháng hoặc theo quý
1101,https://vlook.vn/van-phong-cho-thue/nusante-building-nguyen-van-mai-quan-tan-binh/,23/12/2020,NUSANTE BUILDING,"Nguyễn Văn Mại, Phường 4, Quận Tân Bình",Nguyễn Văn Mại,Phường 4,Quận Tân Bình,HCM,1 Hầm – 1 Trệt – 7 Tầng – 1 Thang máy,146 – 292 – 438 m2,10.5$ /m2,0$ /m2,120.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1102,https://vlook.vn/van-phong-cho-thue/norch-building-cho-thue-van-phong-quan-1/,24/02/2021,NORCH BUILDING,"Bùi Thị Xuân, Phường Phạm Ngũ Lão, Quận 1",Bùi Thị Xuân,Phường Phạm Ngũ Lão,Quận 1,HCM,1 Hầm – 1 Trệt – 8 tầng – 2 Thang khách – 1 Thang vận chuyển,40 - 60 - 90 - 150 – 180 – 200 - 400 m2,19$ /m2,0$ /m2,8$ /tháng,140$ /tháng,Đồng hồ riêng. Theo giá nhà nước.,0.1$ /m2 /h,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  1  năm,3  tháng,Theo tháng
1103,https://vlook.vn/van-phong-cho-thue/nnc-building-cho-thue-van-phong-quan-1/,24/02/2021,NNC BUILDING,"Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1",Nguyễn Đình Chiểu,Phường Đa Kao,Quận 1,HCM,1 hầm – 1 trệt – 8 tầng – 1 thang máy,58 – 97 – 155 m2,15$ /m2,3$ /m2,Miễn phí,Thỏa thuận,Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  1  năm,3  tháng,Theo tháng
1104,https://vlook.vn/van-phong-cho-thue/nm-building-nguyen-thi-thap-quan-7/,20/01/2021,NM BUILDING,"Nguyễn Thị Thập, Phường Tân Hưng, Quận 7",Nguyễn Thị Thập,Phường Tân Hưng,Quận 7,HCM,1 Hầm – 1 Trệt – 3 Tầng – 1 Thang máy,200 – 400 – 600 m2,12$ /m2,1$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1105,https://vlook.vn/van-phong-cho-thue/nkkn-building-nam-ky-khoi-nghia-quan-3/,04/02/2021,NKKN BUILDING,"Nam Kỳ Khởi Nghĩa, Phường 7, Quận 3",Nam Kỳ Khởi Nghĩa,Phường 7,Quận 3,HCM,1 Hầm – 1 Trệt – 1 Lửng – 6 Tầng – 1 Sân thượng – 1 Thang máy,75 – 100 – 175 – 350 – 1050 m2,14$ /m2,3$ /m2,120.000đ /tháng,Thỏa thuận,Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  15-30  ngày, tùy diện tích",Tối thiểu  1  năm,3  tháng,Theo tháng hoặc theo quý
1106,https://vlook.vn/van-phong-cho-thue/ocean-building-nguyen-thi-thap-quan-7/,20/01/2021,OCEAN BUILDING,"Nguyễn Thị Thập, Phường Tân Hưng, Quận 7",Nguyễn Thị Thập,Phường Tân Hưng,Quận 7,HCM,1 Hầm – 1 Trệt – 4 Tầng – 1 Thang máy,140 – 160 – 300 m2,6$ /m2,1$ /m2,120.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1107,https://vlook.vn/van-phong-cho-thue/onehub-saigon-tower-duong-d1-quan-9/,15/01/2021,ONEHUB SAIGON TOWER,"Đường D1, Phường Tân Phú, Quận 9",Đường D1,Phường Tân Phú,Quận 9,HCM,1 Trệt – 1 Lửng – 6 Tầng – 5 Thang máy,485 – 1.189 – 1.294 – 1.896 – 1.940 m2,19$ /m2,5.5$ /m2,120.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Miễn phí điều hòa trong giờ hành chính,0.1$ /m2 /giờ,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1108,https://vlook.vn/van-phong-cho-thue/ongong-building-van-phong-cho-thue-quan-phu-nhuan/,23/12/2020,ONG&ONG BUILDING,"Phan Xích Long, Phường 7, Quận Phú Nhuận",Phan Xích Long,Phường 7,Quận Phú Nhuận,HCM,1 Hầm – 1 Trệt – 1 Lửng – 5 Tầng –  1 Thang máy,57 – 90 m2,10$ /m2,2$ /m2,6$ /tháng,60$ /tháng,Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1109,https://vlook.vn/van-phong-cho-thue/nta-tower-dien-bien-phu-quan-1/,24/02/2021,NTA TOWER,"Điện Biên Phủ, Phường Đa Kao, Quận 1",Điện Biên Phủ,Phường Đa Kao,Quận 1,HCM,2 Hầm – 1 Trệt – 1 Lửng – 11 Tầng – 2 Thang máy,25 – 47 – 75 – 156 – 202 m2,22$ /m2,3.5$ /m2,230.000đ /tháng,2.800.000đ /tháng,Đồng hồ riêng. Theo giá nhà nước,300đ /m2 /giờ,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1110,https://vlook.vn/van-phong-cho-thue/opera-view-van-phong-cho-thue-quan-1/,23/12/2020,OPERA VIEW,"Lê Lợi, Phường Bến Nghé, Quận 1",Lê Lợi,Phường Bến Nghé,Quận 1,HCM,1 Hầm – 1 Trệt – 7 Tầng – 3 Thang máy,100 – 200 – 400 m2,40$ /m2,8$ /m2,6$ /tháng,60$ /tháng,Đồng hồ riêng. Miễn phí điều hòa trong giờ hành chính,Thỏa thuận,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 2 năm,3 tháng,Theo quý
1111,https://vlook.vn/van-phong-cho-thue/one-e-building-dinh-bo-linh-quan-binh-thanh/,23/12/2020,ONE-E BUILDING,"Đinh Bộ Lĩnh, Phường 15, Quận Bình Thạnh",Đinh Bộ Lĩnh,Phường 15,Quận Bình Thạnh,HCM,1 Hầm – 1 Trệt – 7 Tầng – 1 Thang máy,68 – 80 – 136 – 200 – 300 m2,9$ /m2,1$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1112,https://vlook.vn/van-phong-cho-thue/oiic-building-le-van-sy-van-phong-cho-thue-quan-tan-binh/,13/01/2021,OIIC BUILDING LÊ VĂN SỸ,"Lê Văn Sỹ, Phường 1, Quận Tân Bình",Lê Văn Sỹ,Phường 1,Quận Tân Bình,HCM,1 Hầm – 1 Trệt – 8 Tầng – 2 Thang máy,70 – 100 – 150 – 200 m2,11.8$ /m2,0$  /m2,6$/ tháng,60$ /tháng,Theo giá nhà nước,Miễn phí,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 2 năm,3 tháng,Theo tháng hoặc theo quý
1113,https://vlook.vn/van-phong-cho-thue/on-plaza-aston-building-cho-thue-van-phong-quan-10/,19/01/2021,ON-PLAZA (ASTON BUILDING),"Ba Tháng Hai, Phường 14, Quận 10",Ba Tháng Hai,Phường 14,Quận 10,HCM,1 Hầm –1 Trệt – 8 Tầng,65 – 110 – 150 m2,10$ /m2,1$ /m2,80.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng
1114,https://vlook.vn/van-phong-cho-thue/np-tower-van-phong-cho-thue-quan-3/,04/02/2021,NP Tower,"Võ Thị Sáu, Phường 7, Quận 3",Võ Thị Sáu,Phường 7,Quận 3,HCM,1 hầm – 1 trệt – 8 tầng – 1 thang máy,50 –70 – 130 m2,16$ /m2,2$ /m2,200.000đ/ tháng,Thỏa thuận,Theo giá nhà nước,30.000đ /giờ (19-21h),"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 2 năm,3 tháng,Theo tháng hoặc theo quý
1115,https://vlook.vn/van-phong-cho-thue/officespot-vina-phung-khac-khoan-quan-1/,24/02/2021,OFFICESPOT VINA,"Phùng Khắc Khoan, Phường Đa Kao, Quận 1",Phùng Khắc Khoan,Phường Đa Kao,Quận 1,HCM,1 Trệt – 2 Tầng – 1 Sân thượng – 1 Thang bộ,12 – 100 – 200 m2,18$ /m2,2$ /m2,120.000đ /tháng,Thỏa thuận,Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  1  năm,3  tháng,Theo tháng
1116,https://vlook.vn/van-phong-cho-thue/opal-tower-nguyen-huu-canh-quan-binh-thanh/,23/02/2021,OPAL TOWER,"Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh",Nguyễn Hữu Cảnh,Phường 22,Quận Bình Thạnh,HCM,4 Hầm – 1 Trệt – 40 Tầng – 7 Thang máy – 1 Thang tải,100 – 250 – 580 – 1600 – 3200 m2,27$ /m2,4$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo quý
1117,https://vlook.vn/van-phong-cho-thue/nmh-building-nguyen-minh-hoang-quan-tan-binh/,22/12/2020,NMH BUILDING,"Nguyễn Minh Hoàng, Phường 12, Quận Tân Bình",Nguyễn Minh Hoàng,Phường 12,Quận Tân Bình,HCM,1 Hầm – 1 Trệt – 4 Tầng – 1 Thang Máy,40 – 80 – 120 m2,16.1$ /m2,0$ /m2,100.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1118,https://vlook.vn/van-phong-cho-thue/officespot-dien-bien-phu-quan-1/,24/02/2021,OFFICESPOT ĐIỆN BIÊN PHỦ,"Điện Biên Phủ, Phường Đa Kao, Quận 1",Điện Biên Phủ,Phường Đa Kao,Quận 1,HCM,1 Trệt – 1 Lửng – 6 Tầng – 2 Thang máy,50 – 90 – 100 – 130 m2,14$ /m2,2$ /m2,60.000đ /tháng,1.500.000đ /tháng,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1119,https://vlook.vn/van-phong-cho-thue/office168-building-nguyen-thi-minh-khai-quan-1/,24/02/2021,OFFICE168 BUILDING,"Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1",Nguyễn Thị Minh Khai,Phường Đa Kao,Quận 1,HCM,1 Hầm – 1 Trệt – 1 Lửng – 5 Tầng – 1 Thang máy,8 – 12 – 14 – 17 – 20 – 25 – 30 m2,25$ /m2,5$ /m2,9$ /tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  1  năm,3  tháng,Theo tháng hoặc theo quý
1120,https://vlook.vn/van-phong-cho-thue/ocw-corp-building-ocewa-social-business-quan-phu-nhuan/,23/12/2020,OCW CORP BUILDING,"Hồ Văn Huê, Phường 9, Quận Phú Nhuận",Hồ Văn Huê,Phường 9,Quận Phú Nhuận,HCM,1 Hầm – 1 Trệt – 1 Lửng – 8 Tầng – 2 Thang máy,50 – 80 – 120 – 150 – 200 m2,15.5$ /m2,0$ /m2,150.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,100.000đ /giờ (sau 18:00),"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng
1121,https://vlook.vn/van-phong-cho-thue/ocean-tower-cong-hoa-quan-tan-binh/,23/12/2020,OCEAN TOWER,"Cộng Hòa, Phường 12, Quận Tân Bình",Cộng Hòa,Phường 12,Quận Tân Bình,HCM,1 Hầm –  1 Trệt –  11 Tầng –  2 Thang máy,50 – 75 – 100 – 135 – 168 – 200 m2,12$ /m2,2$ /m2,5$ /tháng,50$ /tháng,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  1  năm,3  tháng,Theo tháng hoặc theo quý
1122,https://vlook.vn/van-phong-cho-thue/osman-land-duong-9a-huyen-binh-chanh/,28/01/2021,OSMAN LAND,"Đường 9A, Xã Bình Hưng, Huyện Bình Chánh",Đường 9A,Xã Bình Hưng,Huyện Bình Chánh,HCM,1 Hầm – 1 Trệt – 1 Lửng – 3 Tầng – 1 Thang máy,20 – 30 – 50 m2,9$ /m2,1$ /m2,120.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1123,https://vlook.vn/van-phong-cho-thue/pacific-building-vo-thi-sau-quan-3/,04/02/2021,PACIFIC BUILDING VÕ THỊ SÁU,"Võ Thị Sáu, Phường 8, Quận 3",Võ Thị Sáu,Phường 8,Quận 3,HCM,1 Trệt – 3 Tầng – 1 Thang bộ,30 – 100 – 300 m2,15.3$ /m2,2$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1124,https://vlook.vn/van-phong-cho-thue/osho-building-van-phong-cho-thue-quan-tan-binh/,23/12/2020,OSHO BUILDING,"Lê Trung Nghĩa, Phường 12, Quận Tân Bình",Lê Trung Nghĩa,Phường 12,Quận Tân Bình,HCM,1 Hầm – 1 Trệt – 1 Lửng – 5 Tầng – 1 Thang máy,50 m2,10$ /m2,3$ /m2,Miễn phí,Miễn phí,Đồng hồ riêng. Đơn giá 4.000đ /Kwh,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1125,https://vlook.vn/van-phong-cho-thue/pt-building-cho-thue-van-phong-quan-1/,24/02/2021,P&T BUILDING,"Phó Đức Chính, Phường Nguyễn Thái Bình, Quận 1",Phó Đức Chính,Phường Nguyễn Thái Bình,Quận 1,HCM,1 Hầm – 1 Trệt – 5 Tầng,20 – 40 – 60 – 80 – 120 m2,14.3$ /m2,3$ /m2,220.000đ/ tháng,Thỏa thuận,Theo giá nhà nước,Miễn phí,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 2 năm,3 tháng,Theo tháng
1126,https://vlook.vn/van-phong-cho-thue/pacific-building-chu-thien-quan-tan-phu/,02/02/2021,PACIFIC BUILDING,"Chu Thiên, Phường Hiệp Tân, Quận Tân Phú",Chu Thiên,Phường Hiệp Tân,Quận Tân Phú,HCM,1 Hầm – 1 Trệt – 5 Tầng – 1 Thang bộ,20 – 40 – 100 – 200 m2,5.8$ /m2,1$ /m2,Miễn phí,Thỏa thuận,Đồng hồ riêng. Đơn giá 3.000đ /kWh,Thỏa thuận,"Miễn phí từ  7-15  ngày, tùy diện tích",Tối thiểu  2  năm,2  tháng,Theo tháng hoặc theo quý
1127,https://vlook.vn/van-phong-cho-thue/osc-building-van-phong-cho-thue-quan-3/,04/02/2021,OSC Building,"Võ Văn Tần, Phường 6, Quận 3",Võ Văn Tần,Phường 6,Quận 3,HCM,1 hầm – 1 trệt – 9 tầng – 2 thang máy,50 – 70 – 130 m2,15.5$ /m2,2$ /m2,6$/ tháng,100$ /tháng,Theo giá nhà nước,Miễn phí,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 1 năm,3 tháng,Theo tháng
1128,https://vlook.vn/van-phong-cho-thue/orient-apartment-ben-van-don-quan-4/,27/01/2021,ORIENT APARTMENT,"Bến Vân Đồn, Phường 1, Quận 4",Bến Vân Đồn,Phường 1,Quận 4,HCM,1 Hầm – 1 Trệt – 17 Tầng – 4 Thang máy,50 – 75 – 100 – 150 m2,12$ /m2,3$ /m2,150.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1129,https://vlook.vn/van-phong-cho-thue/orion-building-nguyen-van-troi-quan-tan-binh/,23/12/2020,ORION BUILDING,"Nguyễn Văn Trỗi, Phường 1, Quận Tân Bình",Nguyễn Văn Trỗi,Phường 1,Quận Tân Bình,HCM,1 Trệt – 6 Tầng – 1 Thang máy,100 –> 700 m2,9.8$ /m2,0$ /m2,100.000đ /tháng,1.000.000đ /tháng,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1130,https://vlook.vn/van-phong-cho-thue/orchard-garden-hong-ha-quan-phu-nhuan/,23/12/2020,ORCHARD GARDEN,"Hồng Hà, Phường 9, Quận Phú Nhuận",Hồng Hà,Phường 9,Quận Phú Nhuận,HCM,2 Hầm – 1 Trệt – 18 Tầng – 4 Thang máy,36 – 70 – 108 m2,18$ /m2,1.5$ /m2,120.000đ /tháng,1.500.000đ /tháng,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo quý
1131,https://vlook.vn/van-phong-cho-thue/papaxot-building-su-van-hanh-quan-10/,19/01/2021,PAPAXỐT BUILDING,"Sư Vạn Hạnh, Phường 12, Quận 10",Sư Vạn Hạnh,Phường 12,Quận 10,HCM,1 Trệt – 3 Tầng – 1 Thang máy,50 – 100 – 150 – 200 – 250 m2,12.5$ /m2,0$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1132,https://vlook.vn/van-phong-cho-thue/oiic-building-van-phong-cho-thue-quan-3/,04/02/2021,OIIC Building,"Nguyễn Đình Chiểu, Phường 6, Quận 3",Nguyễn Đình Chiểu,Phường 6,Quận 3,HCM,1 hầm – 1 trệt – 7 tầng – 1 thang máy,33 – 70 – 100 – 140 m2,14$ /m2,3$ /m2,7$/ tháng,120$ /tháng,Theo giá nhà nước,Miễn phí,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 2 năm,3 tháng,Theo tháng hoặc theo quý
1133,https://vlook.vn/van-phong-cho-thue/palm-residence-song-hanh-quan-2/,29/01/2021,PALM RESIDENCE,"Song Hành, Phường An Phú, Quận 2",Song Hành,Phường An Phú,Quận 2,HCM,1 Trệt – 2 Tầng – 1 Thang bộ,80 – 160 – 240 m2,8$ /m2,0$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
